id,routeLength,NOx_abs,NOx/km
832.0,2628.58,163.671697,0.06226620342542361
833.0,3164.13,217.466777,0.06872877441824451
834.0,3068.86,258.099417,0.08410270165468611
839.0,3995.82,256.085507,0.06408834907478314
837.0,3688.64,247.834573,0.06718860420100634
842.0,3592.59,218.125194,0.06071530400073484
836.0,5357.24,318.910405,0.05952886280995439
835.0,4818.86,328.330472,0.06813446997837663
838.0,5547.44,327.372982,0.05901334345211485
845.0,3030.21,221.808168,0.07319894264753928
846.0,2815.38,194.55063,0.0691027960701575
844.0,2950.18,225.75824,0.07652354771573261
843.0,4117.92,282.331982,0.06856179381823833
848.0,3017.94,218.500514,0.0724005493813661
850.0,2831.39,192.660633,0.06804454102048817
841.0,4236.88,318.401407,0.07514997049715828
847.0,3629.02,227.989095,0.06282387393841864
852.0,2323.23,185.855239,0.07999863939429157
851.0,3123.8,244.291556,0.07820332799795121
854.0,2885.7,190.859717,0.06613983331600652
810.0,2628.58,162.305272,0.06174636952270808
849.0,4658.29,304.377788,0.06534109898696733
840.0,4238.2,427.98656,0.1009830965976122
856.0,2682.74,228.876576,0.0853144829539948
857.0,3845.69,273.885782,0.0712188923184136
858.0,3905.97,274.132241,0.07018288440515418
811.0,3164.13,222.997835,0.07047682459317411
812.0,3068.86,247.023984,0.0804937286158378
855.0,6235.77,409.013991,0.06559157746356904
860.0,3366.75,230.500254,0.06846372733348184
859.0,4912.33,335.249691,0.06824657362188614
817.0,3995.82,269.154035,0.06735889879924521
814.0,5357.24,319.048456,0.05955463186267556
820.0,3592.59,205.724306,0.05726350794273769
813.0,4815.23,306.152304,0.06357999597111666
815.0,3688.64,320.839126,0.08698033041988376
824.0,2815.38,186.213719,0.06614159331955188
822.0,2950.18,231.872356,0.07859600295575185
823.0,3030.21,253.36074,0.08361161107646005
816.0,5547.44,334.811284,0.060354196530291455
825.0,3629.02,224.014586,0.061728672203515
819.0,4236.88,302.780356,0.07146304733671947
826.0,3017.94,241.978745,0.080180104640914
821.0,4117.92,286.948016,0.06968275634300812
3316.0,2628.58,150.834345,0.057382444133334355
828.0,2831.39,185.104324,0.06537577797477565
830.0,2323.23,199.409653,0.0858329364720669
829.0,3123.8,235.351891,0.07534153626992765
3317.0,3164.13,207.460499,0.06556636389781709
827.0,4658.29,301.226842,0.06466468210437736
818.0,4238.2,426.665272,0.10067133971969233
3319.0,4818.86,318.542592,0.066103309081401
3318.0,3068.86,304.550813,0.09923907020848133
3321.0,3688.64,236.441993,0.06410004581634424
3323.0,3995.82,252.088457,0.0630880412531095
3320.0,5357.24,308.395246,0.05756606872195384
3322.0,5547.44,349.30909,0.06296761929827092
3327.0,4117.92,257.217757,0.06246302915063916
3326.0,3592.59,224.860681,0.06259013163205375
1190.0,2628.58,159.191519,0.060561793439804
3330.0,2815.38,203.513852,0.07228645937670937
3325.0,4236.88,319.881627,0.07549933606805007
3328.0,2950.18,216.751346,0.07347054959358412
3329.0,3030.21,215.423541,0.07109195105289733
3331.0,3629.02,250.70674,0.06908386837217761
1191.0,3164.13,196.216419,0.06201275516492685
3324.0,4238.2,390.577696,0.09215650417630127
1194.0,5357.24,317.581706,0.05928084349403798
1195.0,3688.64,278.450718,0.07548872158844452
1192.0,3068.86,304.175885,0.09911689845740763
1197.0,3995.82,266.29121,0.06664244385382724
1200.0,3592.59,234.84531,0.06536936026654865
1193.0,4818.86,309.725925,0.06427369232557079
1202.0,2950.18,235.610997,0.0798632615637012
1196.0,5547.44,338.149657,0.06095598275961525
1204.0,2815.38,201.858958,0.07169865453331344
1203.0,3030.21,236.90801,0.0781820434887351
1201.0,4117.92,274.489682,0.06665736148346739
1206.0,3017.94,232.293234,0.07697079265989384
1205.0,3629.02,250.805958,0.06911120853563772
1208.0,2845.45,188.47638,0.06623781124250998
1199.0,4236.88,306.108799,0.07224863555257642
1210.0,2323.23,199.68081,0.08594965199313026
1379.0,2628.58,161.582632,0.06147145302787056
1209.0,3123.8,218.347991,0.06989819802804277
1212.0,2885.7,198.501106,0.06878785251412135
1380.0,3164.13,194.556578,0.06148817463252142
1214.0,2682.74,179.862937,0.06704449070726198
1207.0,4658.29,276.763167,0.05941303933417628
1198.0,4238.2,409.98902,0.09673659100561559
1381.0,3068.86,252.202653,0.08218121810704952
1384.0,3688.64,241.559196,0.06548733300078077
1213.0,6235.77,384.765129,0.06170290581596178
1382.0,4818.86,345.310187,0.0716580658080957
1383.0,5357.24,335.934798,0.06270669187865394
1386.0,3995.82,242.550072,0.06070095049326546
1385.0,5547.44,338.047297,0.06093753100529254
1388.0,4236.88,292.141772,0.06895209965823908
1391.0,2950.18,212.867576,0.07215409771607156
1392.0,3030.21,233.503047,0.0770583712019959
2509.0,2628.58,159.122718,0.06053561923167642
1393.0,2815.38,195.472601,0.0694302726452557
1390.0,4117.92,286.565532,0.06958987352838326
