id,routeLength,NOx_abs,NOx/km
3.0,4000.56,196.400253,0.04909319020337153
0.0,3924.98,264.958867,0.06750578780019262
1.0,3870.89,277.13679,0.07159510861843142
7.0,3932.66,232.765715,0.059187856310995615
5.0,3832.49,230.714115,0.06019953476721401
11.0,3048.27,181.684492,0.05960249321746434
4.0,3633.38,259.131106,0.07131957185871006
14.0,3142.29,194.875396,0.06201699906755901
10.0,3444.5,183.768896,0.05335139962258673
6.0,3074.16,227.247175,0.07392171357378927
2.0,3385.75,303.735716,0.08971002466218711
15.0,3263.21,175.163151,0.053678173025946845
9.0,4466.13,276.151618,0.06183241822338355
8.0,3381.68,259.801115,0.07682604947836578
17.0,2956.01,218.727996,0.07399433560779564
12.0,3804.04,293.016328,0.07702766742726154
13.0,3530.52,276.264907,0.07825048633062552
22.0,4454.78,245.064357,0.055011550963235
18.0,3137.25,215.660795,0.06874198581560284
24.0,3942.3,241.80446,0.06133588514319052
28.0,3481.85,162.26405,0.046602826083834745
19.0,4090.06,312.019609,0.07628729382943038
32.0,2891.66,148.563316,0.051376481329063584
21.0,3497.81,257.199048,0.07353145196565851
27.0,4092.12,286.369449,0.06998070657751972
31.0,3459.15,211.929957,0.06126648367373488
30.0,3285.82,245.799762,0.07480621640868945
26.0,4494.26,312.136264,0.06945220436734857
25.0,4357.0,308.369309,0.07077560454441129
34.0,3573.53,234.498267,0.06562090342042742
39.0,2780.91,221.610236,0.07968982671140022
41.0,3290.05,222.47664,0.06762105135180316
36.0,3170.74,237.571652,0.07492624813135104
42.0,3123.71,227.362326,0.07278599037682755
38.0,4136.08,307.437184,0.07433057000831705
37.0,3811.83,303.988455,0.07974869157333879
44.0,4108.05,286.894324,0.06983710616959383
46.0,2772.79,230.041789,0.08296401422394051
53.0,3650.47,201.185011,0.05511208447131466
52.0,3800.7,195.615266,0.051468220590943775
43.0,3635.36,280.052848,0.07703579507944192
47.0,4283.18,272.521319,0.06362593190106416
49.0,2673.66,237.26748,0.08874257759026953
51.0,2593.2,211.672431,0.08162595673299398
50.0,3689.77,259.092936,0.07021926461540963
45.0,3680.64,306.642401,0.08331225031516258
54.0,3703.75,244.893164,0.0661203277759028
59.0,3503.81,173.493928,0.049515792237592796
58.0,3848.37,213.908131,0.055584086509353314
56.0,3371.87,231.586542,0.06868193079804381
55.0,3695.99,273.105021,0.07389225106128534
61.0,3098.84,198.102202,0.06392785752087878
57.0,3850.19,301.317355,0.07826038585108787
62.0,4169.3,261.555804,0.06273374523301274
60.0,3718.18,293.989997,0.07906825301626065
63.0,2906.4,231.556043,0.07967108553537021
66.0,3446.56,233.759862,0.06782410925676617
65.0,3822.93,275.180482,0.0719815644021732
64.0,4655.57,307.412049,0.06603102283930862
67.0,4002.85,233.379516,0.058303337871766364
72.0,4066.28,217.47133,0.05348164169707939
76.0,2764.73,141.854524,0.051308635562966366
81.0,2592.22,133.318062,0.05143007229324672
68.0,3908.14,270.366362,0.06918031646768028
69.0,4314.05,302.094489,0.07002572733278474
71.0,4173.48,336.456942,0.08061783978837805
78.0,2799.71,224.328091,0.08012547406695693
88.0,2059.93,128.821893,0.06253702455908695
79.0,3223.0,229.111851,0.07108651908160099
83.0,3193.78,218.921369,0.06854616441959058
77.0,3617.78,284.785615,0.0787183341717849
80.0,3702.88,281.134855,0.0759232961910729
82.0,3876.65,247.128485,0.06374794861542828
74.0,4185.18,358.317348,0.08561575559474144
84.0,3342.65,231.594995,0.06928484735165213
92.0,2580.84,167.207307,0.06478793997303203
86.0,3382.28,252.493773,0.07465194277233109
90.0,2135.91,173.5124,0.08123581986132376
96.0,2802.3,146.481757,0.052271975520108475
94.0,2575.91,201.873263,0.07836968799375756
100.0,3067.41,166.096864,0.05414889564812008
97.0,3006.06,233.928846,0.07781908744336441
93.0,3403.95,272.746194,0.08012638082228
89.0,4424.34,353.435683,0.07988438569368538
98.0,3918.99,262.8477,0.06707026555311445
106.0,3327.59,179.464134,0.05393216532084782
99.0,3748.46,257.142824,0.06859959129882673
108.0,3180.89,172.582816,0.05425614089138575
102.0,4144.69,257.353236,0.062092276141279566
104.0,2447.99,200.85634,0.08204949366623229
110.0,2390.72,122.253749,0.05113679100856646
103.0,4005.6,282.52234,0.07053184042340722
105.0,4447.96,299.71782,0.06738320938137933
107.0,4500.03,312.293133,0.06939801134659103
113.0,3193.9,157.175212,0.04921106233758101
114.0,3507.68,170.813364,0.04869696323495872
111.0,3641.7,257.602742,0.07073694757942718
115.0,3412.66,172.280759,0.05048283714170178
112.0,3461.22,270.6042,0.07818173938669025
116.0,3539.89,229.928187,0.0649534835828232
117.0,3313.78,196.475594,0.05929047613299615
118.0,4096.79,286.423815,0.06991420477983983
119.0,3673.35,228.882201,0.062308846420842015
120.0,3880.27,291.777536,0.07519516322317776
122.0,3718.3,205.717761,0.055325756662991145
121.0,3696.78,292.182949,0.07903714827498526
124.0,3810.79,191.409343,0.05022825792027375
123.0,4460.75,307.292157,0.06888800246595303
127.0,3024.9,165.754872,0.05479681047307349
125.0,4163.07,326.514167,0.07843110180707988
126.0,3217.96,241.111669,0.07492686950738978
128.0,4022.51,234.487148,0.058293738983868276
134.0,2681.26,163.540871,0.06099403675883726
132.0,3855.61,224.10408,0.05812415674821883
138.0,2656.84,139.352919,0.05245062517878382
131.0,2774.29,254.359083,0.09168438879857549
129.0,3545.66,301.937197,0.08515683878318847
137.0,2673.61,214.038538,0.08005600592457389
139.0,3473.51,223.194864,0.0642562894593653
130.0,4210.63,370.165853,0.08791222524895324
